,Season,Episode,Speaker,Line,date_job
72,2.0,1.0,Carrie,Love! Woo!,
73,2.0,1.0,Samantha,I don't think you ladies understand the seriousness of my situation.,
74,2.0,1.0,Samantha,How would you like to make love to this every night?,
75,2.0,1.0,Carrie,Is it kosher?,
76,2.0,1.0,Samantha,Don't make me laugh.,
77,2.0,1.0,Samantha,It's tragic.,
78,2.0,1.0,Miranda,Can we try and get into the game for a second? C'mon! Show us what you got.,
79,2.0,1.0,Miranda,Last year this guy was Mr.,
80,2.0,1.0,Miranda,September.,
81,2.0,1.0,Miranda,He hit ten home runs in nine days.,
82,2.0,1.0,Miranda,Ball! Good eye! Way to watch them.,
83,2.0,1.0,Miranda,He batted 373.,
84,2.0,1.0,Miranda,He drove in 47 runs.,
85,2.0,1.0,Miranda,His on-base percentage was 410.,
86,2.0,1.0,Carrie,As Miranda went on about the new Yankee's stats I couldn 't help wondering about my own.,
87,2.0,1.0,Carrie,Ten years playing in New York.,
88,2.0,1.0,Carrie,Countless dates.,
89,2.0,1.0,Carrie,Five real relationships.,
90,2.0,1.0,Carrie,One serious.,
91,2.0,1.0,Carrie,All ending in break-ups.,
92,2.0,1.0,Carrie,If I were a ballplayer I'd be batting Whatever really bad is.,
93,2.0,1.0,Miranda,My God! Here it comes! You got it! Do you know what the odds of catching a fly ball are? ,
94,2.0,1.0,Carrie,I didn't. But I couldn't help wondering if they were any higher than finding a relationship that would last.,
95,2.0,1.0,Carrie,"Three innings, four beers and one shameless flash of my press pass later We waited outside the locker room to get my ball signed by the new Yankee.",
96,2.0,1.0,Miranda,Good game.,
97,2.0,1.0,Samantha,Did you see that bulge? He was wearing a cup.,
98,2.0,1.0,Samantha,His cup runneth over.,
99,2.0,1.0,Miranda,"It's official, you're drunk.",
100,2.0,1.0,Carrie,"I'm not drunk, I'm sedated from my pain.",
101,2.0,1.0,Charlotte,"She's allowed to be drunk, she's going through a break-up.",
102,2.0,1.0,Miranda,Excuse me.,
103,2.0,1.0,Miranda,Huge Yankee fan.,
104,2.0,1.0,Miranda,We don't mean to bother you but my friend caught your ball.,
105,2.0,1.0,Miranda,This is her.,
106,2.0,1.0,Carrie,I'm her friend.,
107,2.0,1.0,Miranda,We were wondering if you'd sign it?,
108,2.0,1.0,Yankee Joe,That foul ball to the upper deck? ,
109,2.0,1.0,Miranda,Yes. I mean Yes.,
110,2.0,1.0,Miranda,If it's not too -- I'm a huge Yankees fan.,
111,2.0,1.0,Miranda,I'm a lawyer.,
112,2.0,1.0,Yankee Joe,"If I don't sign it, you'll sue me?",
113,2.0,1.0,Miranda,No. I don't know why I said that.,
114,2.0,1.0,Yankee Joe,"No problem, give me the ball.",
115,2.0,1.0,Miranda,Give him the ball.,
116,2.0,1.0,Carrie,Could you hold these?,
117,2.0,1.0,Yankee Joe,Sure.,
118,2.0,1.0,Yankee Joe,"- You a Yankees fan, too? ",
119,2.0,1.0,Carrie,"- No, I came for the beer.",
120,2.0,1.0,Carrie,I think baseball's a little dull.,
121,2.0,1.0,Yankee Joe,- What do you do?,
122,2.0,1.0,Miranda, - She writes a column.,
123,2.0,1.0,Samantha,A sex column.,
124,2.0,1.0,Yankee Joe,- Nothin' dull about that.,
125,2.0,1.0,Carrie,- You'd be surprised.,
126,2.0,1.0,Yankee Joe,- Here you go.,
127,2.0,1.0,Carrie,- Thank you.,
128,2.0,1.0,Miranda,He's so cute.,
129,2.0,1.0,Carrie,I'm gonna ask him to the Dolce & Gabbana party.,
130,2.0,1.0,Miranda,"What? No, really, you can't.",
131,2.0,1.0,Carrie,Yankee! I don't know if it was the beer or the fact that I was holding his ball.,
132,2.0,1.0,Carrie,Something gave me the strength to ask the new Yankee out.,
133,2.0,1.0,Miranda,No.,
134,2.0,1.0,Miranda,This is not fair.,
135,2.0,1.0,Miranda,This is not the way this is supposed to happen.,
136,2.0,1.0,Carrie,Why? You told me to get back in the game.,
137,2.0,1.0,Miranda,With some balding C.P.A.,
138,2.0,1.0,Miranda,Or other boring rebound guy.,
139,2.0,1.0,Miranda,Nobody rebounds with the new Yankee.,x
140,2.0,1.0,Carrie,Maybe I'm the new Carrie.,
141,2.0,1.0,Carrie,Let's blow this hot dog stand.,
142,2.0,1.0,Miranda,"Samantha, let's go.",
143,2.0,1.0,Carrie,"She knew it was risky, but a day of watching big men swing their big wooden bats proved to be too much for Samantha.",
144,2.0,1.0,Carrie,She told herself there's no harm in just looking.,
145,2.0,1.0,Large Baseball Player,Can I help you?,
146,2.0,1.0,Carrie,As my ballpark cheap beer buzz wore off I began to worry about the ramifications of my day.,
147,2.0,1.0,Carrie,"Was Charlotte right? Were we supposed to get over an ex in a slow, painful way? Or should we ignore all the bad feelings and throw ourselves back in the game?",
148,2.0,1.0,Carrie,In a world where leaving each other seems to be getting more frequent What are the break-up rules? ,
149,2.0,1.0,Pot Head Loser Guy,"Whatever you do, man, don't cry. Cause if you do get back together again, then, you're the guy that cried.",
150,2.0,1.0,Woman #1,Don't call or see him 'til three months have passed and you've lost the weight you put on while breaking up.,
151,2.0,1.0,Large Baseball Player,"Give her whatever she wants, but don't sign a motherfucking thing.",
152,2.0,1.0,Vendor Woman,"Change your name, change your phone number.",
153,2.0,1.0,Vendor Woman,Change your job.,
154,2.0,1.0,Vendor Woman,They're all bums.,
155,2.0,1.0,Vendor Woman,You got a problem?,
156,2.0,1.0,Carrie," Friday night, the Dolce & Gabbana party. The new Yankee was 10 minutes late.",
157,2.0,1.0,Carrie,I was running 20 behind.,
158,2.0,1.0,Carrie,"I was reaching for my favorite necklace when I thought I'd destroyed all the evidence, but there it was.",
159,2.0,1.0,Carrie,We'd taken it with a disposable camera before it ever dawned on me that we could be disposable as well.,
160,2.0,1.0,Carrie,It was then and there I created my own very first break-up rule: Destroy all pictures where he looks sexy and you look happy.,
161,2.0,1.0,Carrie,The party was a complete home run.,
162,2.0,1.0,Carrie,All the fashion heavy-hitters were there.,
163,2.0,1.0,Carrie,Charlotte was dating Paul Ericson the V.P.,
164,2.0,1.0,Carrie,Of a major recording label's classical and jazz division.,
165,2.0,1.0,Paul Ericson,Having a good time?,
166,2.0,1.0,Paul Ericson,You won't believe it. This guy's never heard Miles Davis.,
167,2.0,1.0,Yankee Joe,I don't really like that jazz stuff.,
168,2.0,1.0,Paul Ericson,I'm gonna give you our Best of Miles Davis CD.,
169,2.0,1.0,Paul Ericson,His stuff will change your mind.,
170,2.0,1.0,Paul Ericson,His concentration and emotion in the phrasing It's fucking magical.,
171,2.0,1.0,Carrie,"He was handsome, smart, eclectic.",
172,2.0,1.0,Carrie,The perfect match for Charlotte.,
173,2.0,1.0,Carrie,Except for one minor snag.,
174,2.0,1.0,Paul Ericson,The authenticity of Miles' timbre is gonna blow you away.,
175,2.0,1.0,Paul Ericson,The fusion revolution changed the entire concept of contemporary music.,
176,2.0,1.0,Carrie,"There we were, two single gals out on the town with our ballplayers.",
177,2.0,1.0,Charlotte,What's wrong?,
178,2.0,1.0,Carrie,I thought I saw,
179,2.0,1.0,Charlotte,- Where?,
180,2.0,1.0,Carrie,"- No, it wasn't him.",
181,2.0,1.0,Charlotte,Do you think he'll be here? ,
182,2.0,1.0,Carrie,"I don't know, I hadn't thought about it.",
183,2.0,1.0,Carrie,Break-up rule number two: Lie.,
184,2.0,1.0,Carrie,It's a lot easier than admitting that's why you invited the new Yankee and why you maxed out your credit card to buy the dress.,
185,2.0,1.0,Carrie,When Mr.,
186,2.0,1.0,Carrie,"Big never made an appearance, I decided to make the best of it.",
187,2.0,1.0,Carrie,I actually got to know a little about this new Yankee.,
188,2.0,1.0,Carrie,His name was Joe.,
189,2.0,1.0,Carrie,"So, Joe, the new Yankee How'd you like your first fashion party? ",
190,2.0,1.0,Yankee Joe,It was kind of cool. What? ,
191,2.0,1.0,Carrie,"Nothing. It's just ""Kind of cool.",
192,2.0,1.0,Carrie,""" You're very succinct.",
193,2.0,1.0,Yankee Joe,Are you making fun of me? ,
194,2.0,1.0,Carrie,A little bit.,
195,2.0,1.0,Yankee Joe,You're kind of cute.,
196,2.0,1.0,Carrie,"You're kind of cute, too.",
197,2.0,1.0,Carrie,"And there, in the shadow of my island just four weeks out of my last relationship I let the new Yankee get to first base.",
198,2.0,1.0,Carrie,"Our Saturday morning ritual: Coffee, eggs, and a very private dish session.",
199,2.0,1.0,Carrie,Today our dish wasn't so private.,
200,2.0,1.0,Charlotte,You're on page six.,
201,2.0,1.0,Charlotte,"""Hot Yankee Joe Stark on the town with New York columnist ""and 'sex-pert', Carrie Bradshaw.",
202,2.0,1.0,Carrie,""" It's a proud day for me.",
203,2.0,1.0,Samantha,That dress just paid for itself.,
204,2.0,1.0,Samantha,Big is gonna see this and die.,
205,2.0,1.0,Carrie,I don't want him to die.,
206,2.0,1.0,Samantha,"Cut the shit, it's me.",
207,2.0,1.0,Samantha,You're using that Yankee.,
208,2.0,1.0,Miranda,Everybody has got to look at my new Palm Pilot.,
209,2.0,1.0,Miranda,- It's amazing.,
210,2.0,1.0,Charlotte,- This is so great.,
211,2.0,1.0,Charlotte,"The first time Big sees you, you look great and you're with the Yankee.",
212,2.0,1.0,Miranda,Why are we still talking about him? He hurt her.,
213,2.0,1.0,Miranda,He's out of the picture.,
214,2.0,1.0,Miranda,"Let's talk about something else, okay? ",
215,2.0,1.0,Charlotte,I have a problem with my boyfriend.,
216,2.0,1.0,Miranda,I'm gonna go get the check.,
217,2.0,1.0,Charlotte,"I don't know really quite how to say this, but he's always touching his ",
218,2.0,1.0,Samantha,"Balls. I know, Carrie told me.",
219,2.0,1.0,Carrie,It freaked me out.,
220,2.0,1.0,Carrie,I didn't know what the hell was going on.,
221,2.0,1.0,Carrie,I still don't.,
222,2.0,1.0,Carrie,What is? ,
223,2.0,1.0,Charlotte,I don't know but it's constant. He can't seem to leave them alone.,
224,2.0,1.0,Samantha,He and every other guy on the planet.,
225,2.0,1.0,Samantha,They always try to pull our attention there.,
226,2.0,1.0,Samantha,"""Look what I got.",
227,2.0,1.0,Charlotte,""" I don't get it.",
228,2.0,1.0,Charlotte,He's from a good family.,
229,2.0,1.0,Charlotte,He went to Brown.,
230,2.0,1.0,Charlotte,Why is he doing that?  ,
231,2.0,1.0,Samantha,- Does he have low-hangers?,
232,2.0,1.0,Carrie,- Is that a patented phrase?,
233,2.0,1.0,Samantha,"Sometimes they hang so low, they get in the way. I heard Nick Nolte had a ball lift.",
234,2.0,1.0,Charlotte,I don't know how long they are.,
235,2.0,1.0,Samantha,You've been dating for three weeks and you haven't seen his balls yet? Get with the program.,
236,2.0,1.0,Charlotte,But why do men do this? How would they feel if we stood around in public touching ourselves? ,
237,2.0,1.0,Carrie and Samantha,They'd love it.,
238,2.0,1.0,Miranda,What are we talking about? ,
239,2.0,1.0,Carrie,Charlotte's boyfriend's balls.,
240,2.0,1.0,Miranda,Seriously? ,
241,2.0,1.0,Samantha,- They're too long.,
242,2.0,1.0,Charlotte,- She's just guessing.,
243,2.0,1.0,Miranda,Okay.,
244,2.0,1.0,Miranda,That's it.,
245,2.0,1.0,Miranda,I'm out of here.,
246,2.0,1.0,Miranda,All we talk about anymore is Big or balls or small dicks.,
247,2.0,1.0,Miranda,Why do four smart women have nothing to talk about but boyfriends? It's like seventh grade with bank accounts.,
248,2.0,1.0,Miranda,"What about us? What we think, we feel, we know Christ! Does it always have to be about them? Give me a call when you're ready to talk about something besides men for a change.",
249,2.0,1.0,Carrie,In the case of Miranda Hobbes vs.,
250,2.0,1.0,Carrie,"Silly women everywhere, the verdict was in.",
251,2.0,1.0,Carrie,Guilty as charged.,
252,2.0,1.0,Carrie,"After breakfast, Charlotte and I went shopping.",
253,2.0,1.0,Carrie,"Break-up rule number three: Until emotionally stabilized, enter no stores.",
254,2.0,1.0,Carrie,"Later, Samantha and James were about to enter the seventh inning stretch.",
255,2.0,1.0,Samantha,"When I arch my back, I want you to lift that ass and really give it to me.",
256,2.0,1.0,Carrie,"Rather than quit mid-season, Samantha decided to attack her problem with the gusto of a seasoned coach training a rookie.",
257,2.0,1.0,Samantha,"Go, go, lift.",
258,2.0,1.0,Samantha,Lift that ass.,
259,2.0,1.0,Samantha,Give it to me! ,
260,2.0,1.0,Carrie,A good coach encourages and motivates.,
261,2.0,1.0,Samantha,You are so hot.,
262,2.0,1.0,Samantha,Fuck me.,
263,2.0,1.0,Samantha,You hot stud.,
264,2.0,1.0,Carrie,A good coach disciplines and criticizes.,
265,2.0,1.0,Samantha,No.,
266,2.0,1.0,Samantha,What are you doing back there? Let's go.,
267,2.0,1.0,Carrie,And like every good coach she passed on the benefits of her years of experience.,
268,2.0,1.0,Samantha,"Baby, I'm close.",
269,2.0,1.0,Samantha,Get up here and slide inside of me.,
270,2.0,1.0,Samantha,"Hurry, slide, slide, slide! ",
271,2.0,1.0,Carrie,"Then, at the bottom of the ninth try, with two balls and two strikes.",
272,2.0,1.0,Carrie,"The coach had no choice, but to bring in a pinch hitter.",
273,2.0,1.0,James,What's that? ,
274,2.0,1.0,Samantha,It's my vibrator. I thought it would be fun.,
275,2.0,1.0,James,I think just us might be more fun.,
276,2.0,1.0,James,"That's not a problem, is it? ",
277,2.0,1.0,Carrie,But there was no joy in Mudville. Mighty Samantha had struck out.,
278,2.0,1.0,Carrie,"But a little further uptown, the ball game was just getting started.",
279,2.0,1.0,Charlotte,I have a present for you.,
280,2.0,1.0,Paul Ericson,I thought you just gave me one.,
281,2.0,1.0,Charlotte,I was at Barneys today.,
282,2.0,1.0,Charlotte,Here.,
283,2.0,1.0,Carrie,Charlotte had decided a possible solution to her problem might be as simple as briefs vs.,
284,2.0,1.0,Carrie,Boxers.,
285,2.0,1.0,Charlotte,The salesman said that these were the very best.,
286,2.0,1.0,Charlotte,They're like the Wonderbra for men.,
287,2.0,1.0,Charlotte,"They give good support, something about the pouch.",
288,2.0,1.0,Paul Ericson,We haven't even made love and you're out shopping for me? Slow down.,
289,2.0,1.0,Charlotte,It's not like that ,
290,2.0,1.0,Paul Ericson,It's what?,
291,2.0,1.0,Carrie,But Charlotte couldn't bring herself to tell him the problem was foul balls.,
292,2.0,1.0,Paul Ericson,This is too fast.,
293,2.0,1.0,Paul Ericson,Way too fast.,
294,2.0,1.0,Paul Ericson,"First comes the underwear, then you move in.",
295,2.0,1.0,Paul Ericson,"And then the next thing I know, you hate my music.",
296,2.0,1.0,Carrie,And that was that.,
297,2.0,1.0,Carrie,He broke it off after only three weeks.,
298,2.0,1.0,Carrie,"Charlotte, true to form, was over him in exactly a week and a half.",
299,2.0,1.0,Carrie,"Whenever Miranda was feeling stressed, she went for a long walk.",
300,2.0,1.0,Carrie,She'd lose herself in the places and faces and whatever was bothering her would somehow lift.,
301,2.0,1.0,Carrie,"But today, she would have no such luck.",
302,2.0,1.0,Yuppie Woman,I really thought he liked me. Why didn't he call me?,
303,2.0,1.0,Carrie,Just when Miranda decided she was the only woman in New York with any real perspective on men There he was.,
304,2.0,1.0,Carrie,Eric Asshole.,
305,2.0,1.0,Carrie,The former love of her life.,
306,2.0,1.0,Carrie,Walking hand and hand with the woman he left her for.,
307,2.0,1.0,Carrie,Somewhere between playing the Royals and the Red Sox the new Yankee found a minute to teach me some dugout pastimes.,
308,2.0,1.0,Yankee Joe,"One, two, three, toss.",
309,2.0,1.0,Carrie,Shit.,
310,2.0,1.0,Yankee Joe,"If you don't get this, we don't move on to spitting.",
311,2.0,1.0,Carrie,Hold my beer.,
312,2.0,1.0,Yankee Joe,"- Back, back, back.",
313,2.0,1.0,Carrie,- Sorry.,
314,2.0,1.0,Carrie,Break-up rule number four: Never stop thinking about him even for a moment because that's the moment he'll appear.,
315,2.0,1.0,Carrie,"As he made his way through the crowd, I felt calm.",
316,2.0,1.0,Carrie,I had accomplished the perfect first meeting.,
317,2.0,1.0,Carrie,"I looked good, I felt good, and I was with the new Yankee.",
318,2.0,1.0,Big,Surprise.,
319,2.0,1.0,Carrie,Look at you I've been - ,
320,2.0,1.0,Big,How've you ,
321,2.0,1.0,Carrie,"- Good, good, good.- Sorry. This is Joe Stark.",
322,2.0,1.0,Big,- I know who he is.,
323,2.0,1.0,Big,I'm a big fan.,
324,2.0,1.0,Big,Good luck this season.,
325,2.0,1.0,Yankee Joe,Thanks.,
326,2.0,1.0,Big,I saw your picture in the paper.,
327,2.0,1.0,Big,You never looked better.,
328,2.0,1.0,Yankee Joe,You want another round? ,
329,2.0,1.0,Yankee Joe,Some buddies are at a bar on Bleeker.- How about it? ,
330,2.0,1.0,Carrie,Sure.,
331,2.0,1.0,Carrie,I'm sorry.,
332,2.0,1.0,Carrie,"I'm really sorry, it's not you.",
333,2.0,1.0,Carrie,This is This is really embarrassing.,
334,2.0,1.0,Carrie,- I'm sorry.,
335,2.0,1.0,Carrie,I'm really embarrassed.,
336,2.0,1.0,Yankee Joe,- You're okay.,
337,2.0,1.0,Carrie,I don't think I'm okay.,
338,2.0,1.0,Carrie,I just I just cried in your mouth.,
339,2.0,1.0,Carrie,I just I can't I'm not ready.,
340,2.0,1.0,Carrie,That guy in the bar That suit guy.,
341,2.0,1.0,Carrie,I better go.,
342,2.0,1.0,Carrie,Sorry.,
343,2.0,1.0,Yankee Joe,- You want a ride home? ,
344,2.0,1.0,Carrie,"- No, please. Don't pay any more attention to me.",
345,2.0,1.0,Carrie,"Just go, please.",
346,2.0,1.0,Carrie,Go to that bar thing.,
347,2.0,1.0,Carrie,"I'm just gonna get a cab, all right? Please.",
348,2.0,1.0,Carrie,"Will you just go? All right, then I'll go.",
349,2.0,1.0,Carrie,But I didn't go home.,
350,2.0,1.0,Carrie,I couldn't.,
351,2.0,1.0,Carrie,I went to a pay phone.,
352,2.0,1.0,Carrie,It's me.,
353,2.0,1.0,Carrie,"Hi, listen.",
354,2.0,1.0,Carrie,I know things are really weird between us right now.,
355,2.0,1.0,Carrie,But I really need to talk.,
356,2.0,1.0,Carrie,Can you Will you meet me at our place in 15 minutes? Okay.,
357,2.0,1.0,Carrie,I saw Big.,
358,2.0,1.0,Carrie,And I completely fell apart.,
359,2.0,1.0,Carrie,I know you want me to be over him I'm a jerk.,
360,2.0,1.0,Miranda,That's my stuff.,
361,2.0,1.0,Miranda,It's not you.,
362,2.0,1.0,Miranda,I saw Eric on the street today.,
363,2.0,1.0,Miranda,And I hid.,
364,2.0,1.0,Miranda,After two years.,
365,2.0,1.0,Miranda,I forgot how hard it is.,
366,2.0,1.0,Miranda,"Just take all the time you need, okay? ",
367,2.0,1.0,Carrie,These are cold.,
368,2.0,1.0,Miranda,So? ,
369,2.0,1.0,Carrie,"And finally, the most important break-up rule: No matter who broke your heart or how long it takes to heal you'll never get through it without your friends.",
0,2.0,2.0,Carrie,"Two years ago, my friend Susan-Sharon the East Coast rep for a line of Italian cashmere sportswear married a mean man.",
1,2.0,2.0,Richard,What did I tell you about listening to my CDs? You put Natalie Imbruglia back in U2! ,
2,2.0,2.0,Carrie,"Now, I only see her once or twice a year generally when her husband is out of town.",
3,2.0,2.0,Susan-Sharon,"Now, I can't remember if I've taken my Halcion before dinner or not.",
4,2.0,2.0,Susan-Sharon,"So I take another one, I have a cocktail, I'm feeling no pain.",
5,2.0,2.0,Susan-Sharon,"The next thing I know, this freaked out stewardess is slapping me awake.",
6,2.0,2.0,Susan-Sharon,"I open my eyes, I look around the plane, it's completely empty.",
7,2.0,2.0,Susan-Sharon,- We'd landed in Milan 30 minutes ago.,
8,2.0,2.0,Carrie,- My God.,
9,2.0,2.0,Susan-Sharon,Come up to my apartment because I have something for you.,
10,2.0,2.0,Carrie,The place looks fantastic! ,
11,2.0,2.0,Susan-Sharon,Richard's asleep.,
12,2.0,2.0,Carrie,In here? Susan-Sharon and her husband had one of those very adult apartments that made me feel like I was 16 visiting the home of a friend whose parents thought I was a bad influence.,
13,2.0,2.0,Susan-Sharon,"Happy birthday, Carrie.",
14,2.0,2.0,Carrie,You didn't have to.,
15,2.0,2.0,Susan-Sharon,I know it's a little early.,
16,2.0,2.0,Carrie,It's beautiful.,
17,2.0,2.0,Susan-Sharon,It's 100 percent Italian cashmere and light as a feather.,
18,2.0,2.0,Carrie,"God, I love it.",
19,2.0,2.0,Carrie,"It's a ""cashmere-ical.",
20,2.0,2.0,Susan-Sharon,""" - Guess what Barneys gets for this.",
21,2.0,2.0,Carrie,- Don't tell me.,
22,2.0,2.0,Susan-Sharon,-900,
23,2.0,2.0,Carrie,- $900 for a scarf? No.,
24,2.0,2.0,Carrie,- Do you mind if I return it? I need cash.,
25,2.0,2.0,Susan-Sharon,"- Why not? Why do you think they call it ""cash-mere""?  ",
26,2.0,2.0,Richard,- What the hell is going on?,
27,2.0,2.0,Susan-Sharon,"- Sorry, honey.  But Carrie had this idea about returning ",
28,2.0,2.0,Richard,- What was our agreement about visitors after 9:00 p.m.?,
29,2.0,2.0,Susan-Sharon,"- I know, it's her birthday.",
30,2.0,2.0,Richard,- I'm on London time! I've got to be up in three hours when the markets open.,
31,2.0,2.0,Richard,I'd really appreciate it if you'd take the fucking noise somewhere else.,
32,2.0,2.0,Carrie,- I'll call you.,
33,2.0,2.0,Susan-Sharon,- Just ignore him.,
34,2.0,2.0,Susan-Sharon,You don't have to leave.,
35,2.0,2.0,Carrie,It's okay.,
36,2.0,2.0,Carrie,"- Goodnight, Grumpy.",
37,2.0,2.0,Richard,- Get the fuck out of my house!,
38,2.0,2.0,Carrie,"Taunting the psychotic spouse, I realized, was not a wise move.",
39,2.0,2.0,Richard,Just shut the fuck up!,
40,2.0,2.0,Carrie,"I wondered could their marriage be that bad, or was their fighting a form of foreplay? In which case, I was merely the catalyst to get things going.",
41,2.0,2.0,Susan-Sharon,I am so sorry.,
42,2.0,2.0,Susan-Sharon,I'm so embarrassed.,
43,2.0,2.0,Carrie,Don't be.,
44,2.0,2.0,Carrie,He's just tired and cranky.,
45,2.0,2.0,Susan-Sharon,"That was classic Richard: Tyrannical, emotionally abusive.",
46,2.0,2.0,Susan-Sharon,I don't know what to do anymore.,
47,2.0,2.0,Carrie,Maybe there were special circumstances tonight.,
48,2.0,2.0,Susan-Sharon,He works hard.,
49,2.0,2.0,Susan-Sharon,He's sleep deprived.,
50,2.0,2.0,Susan-Sharon,"Blah, blah, blah.",
51,2.0,2.0,Susan-Sharon,I don't give a shit! What would you do? Would you leave?,
52,2.0,2.0,Carrie,If things didn't change,
53,2.0,2.0,Susan-Sharon,"They haven't, and they won't. Do you think I should leave him? ",
54,2.0,2.0,Carrie,"If you're not happy, you know, life's too short.",
55,2.0,2.0,Susan-Sharon,I gotta go.,
56,2.0,2.0,Carrie,"As I hung up, I realized I had been placed in a classic no-win situation.",
57,2.0,2.0,Miranda,Telling a friend to leave her husband is something you just don't do.,
58,2.0,2.0,Samantha,"If they do break up, it's your fault.",
59,2.0,2.0,Samantha,"If they don't, she knows you think they should and therefore, can't speak to you again.",
60,2.0,2.0,Samantha,You're screwed.,
61,2.0,2.0,Miranda,It's a shame.,
62,2.0,2.0,Miranda,There goes your cashmere connection.,
63,2.0,2.0,Carrie,She had me at a weak moment.,
64,2.0,2.0,Carrie,"I was tired, I'd been chased out of her apartment.",
65,2.0,2.0,Carrie,I have a birthday looming.,
66,2.0,2.0,Carrie,- I said too much.,
67,2.0,2.0,Charlotte,"- No, in an intimate relationship you should be able to say anything.",
68,2.0,2.0,Samantha,- I disagree.,
69,2.0,2.0,Samantha,Practically all the relationships I know are based on a foundation of lies and mutual delusion.,
70,2.0,2.0,Samantha,"James and me, for instance.",
71,2.0,2.0,Samantha,I pretend he doesn't have a small dick.,
72,2.0,2.0,Samantha,He pretends not to notice we haven't had sex in weeks.,
73,2.0,2.0,Carrie,You should join the U.N.,
74,2.0,2.0,Miranda,"I'm in an intimate relationship at the moment and I can tell you, the level of verbal discourse has become a little too intimate.",
75,2.0,2.0,Carrie,- Are we speaking of Spring Roll Guy?  ,
76,2.0,2.0,Charlotte,- Who's that?,
77,2.0,2.0,Miranda,Aaron Melman. He's a dermatologist I met at the Vietnamese lunch truck outside my office.,x
78,2.0,2.0,Samantha,What's the problem? ,
79,2.0,2.0,Carrie,"The problem, if you can call it that is Spring Roll Guy liked to talk dirty in bed.",
80,2.0,2.0,Aaron Melman,"Baby, I just love the way your pussy feels.",
81,2.0,2.0,Aaron Melman,So wet and warm and tight.,
82,2.0,2.0,Aaron Melman,Kissing your beautiful tits feels unbelievably sexy.,
83,2.0,2.0,Aaron Melman,So hot and nasty.,
84,2.0,2.0,Aaron Melman,How's it feel to you? ,
85,2.0,2.0,Miranda,What you said.,
86,2.0,2.0,Samantha,That can be a turn on.,
87,2.0,2.0,Miranda,"Sure, but now he wants me to reciprocate.",
88,2.0,2.0,Miranda,I can't.,
89,2.0,2.0,Miranda,I never could.,
90,2.0,2.0,Carrie,Why not?,
91,2.0,2.0,Miranda," Because sex is not a time to chat. It's one of the few instances in my overly articulated, exceedingly verbal life where it is perfectly appropriate, if not preferable, to shut up.",
92,2.0,2.0,Miranda,"Now I have to worry about being stumped for conversation? No, thank you.",
93,2.0,2.0,Charlotte,Just talk about his big cock.,
94,2.0,2.0,Samantha,"Correction, his big, beautiful cock.",
95,2.0,2.0,Carrie,"- We're using the ""C"" word now? - Sorry.",
96,2.0,2.0,Miranda,- I can't use adjectives.,
97,2.0,2.0,Carrie,"- A simple, ""You're so hard,"" is effective.",
98,2.0,2.0,Charlotte,- Sometimes men need encouragement.,
99,2.0,2.0,Miranda,- Such as? ,
100,2.0,2.0,Charlotte,"You know ""Yes, stud, that's right. ""Don't stop, just like that.",
101,2.0,2.0,Charlotte,"C'mon, fucker, don't stop.",
102,2.0,2.0,Miranda,""" You're kidding, right? ",
103,2.0,2.0,Charlotte,"No, they like it.",
104,2.0,2.0,Carrie,"So, are you really telling us that during sex you're completely mute? ",
105,2.0,2.0,Miranda,"No, I can do a good orgasm alert. ""I'm gonna cum, I'm gonna cum.",
106,2.0,2.0,Miranda,""" But that's because I'm gonna cum.",
107,2.0,2.0,Miranda,Anything else feels like make believe.,
108,2.0,2.0,Charlotte,"If you really like this guy, you're gonna have to start talking.",
109,2.0,2.0,Carrie,Was Miranda right? Have we put such a premium on being open and honest with one another that we've misplaced the boundaries of propriety? Are there still certain things in a relationship one should never say? ,
110,2.0,2.0,Woman #1,"My best friend got engaged to the biggest loser. What am I supposed to say? ""You're marrying an imbecile?"" ",
111,2.0,2.0,Man,"My wife, she's had her breasts done twice. They look fantastic, they feel like shit.",
112,2.0,2.0,Man,I keep that thought to myself.,
113,2.0,2.0,Woman #3,"I'm single, 38, and still hoping to get married.",
114,2.0,2.0,Woman #3,I don't want to know the truth.,
115,2.0,2.0,Susan-Sharon,I told Richard I couldn't spend another day married to a man who is an utter asshole.,
116,2.0,2.0,Carrie,"There it was, standing across from me.",
117,2.0,2.0,Carrie,"Biscotti-eating, cashmere-swaddled proof that I had said too much.",
118,2.0,2.0,Carrie,- Then what happened? ,
119,2.0,2.0,Susan-Sharon,"- Once I said that, the floodgates opened. He said that at our wedding, when he looked at me he felt a huge wave of disappointment because I looked so generic.",
120,2.0,2.0,Susan-Sharon,"I said, ""On second thought ""I don't think the Rogaine is working.",
121,2.0,2.0,Susan-Sharon,""" He said that if I leave, all he'll feel for me is pity because he'll be remarried within a year and I'll be single for the rest of my life.",
122,2.0,2.0,Carrie,I didn't want to tell Susan-Sharon that his last statement was probably true.,
123,2.0,2.0,Susan-Sharon,I just feel like I owe you so much.,
124,2.0,2.0,Susan-Sharon,"If it wasn't for you, I wouldn't have had the guts to do this.",
125,2.0,2.0,Susan-Sharon,It's like I was under house arrest for years and now I'm free.,
126,2.0,2.0,Carrie,What are you gonna do?  ,
127,2.0,2.0,Susan-Sharon,Do you mind if I stay at your place?,
128,2.0,2.0,Carrie,"Of course not. That evening, as Susan-Sharon squatted on my couch Charlotte came home to the new male in her life.",
